seed,R,C,M,train acc,test acc,epsilon,evaluations
13776.0,256.0,1000.0,100.0,0.999,,1.1090523670255954,25657.0
13776.0,512.0,1000.0,100.0,0.999,,0.9643751732948742,22633.0
13776.0,1024.0,1000.0,100.0,0.999,,0.8290753862584199,24438.0
13776.0,2048.0,1000.0,100.0,1.0,,0.7906211307430496,22586.0
13776.0,4096.0,1000.0,100.0,0.998,,0.871414473395917,23449.0
26124.0,1.0,1000.0,100.0,0.991,,28.27183431551671,44610.0
26124.0,4.0,1000.0,100.0,0.998,,5.077316973441977,27369.0
26124.0,8.0,1000.0,100.0,0.999,,3.5545975447130203,28083.0
26124.0,64.0,1000.0,100.0,0.998,,0.6180134374322854,24352.0
26124.0,256.0,1000.0,100.0,0.999,,0.8699733048673497,26227.0
26124.0,512.0,1000.0,100.0,0.999,,0.7695688480521903,26136.0
26124.0,1024.0,1000.0,100.0,0.999,,0.9458480414319408,25270.0
26124.0,2048.0,1000.0,100.0,1.0,,0.8028114393085428,24216.0
26124.0,4096.0,1000.0,100.0,0.999,,0.2227887479520934,25429.0
58321.0,1.0,1000.0,100.0,0.995,,27.992606037793884,42587.0
58321.0,4.0,1000.0,100.0,0.996,,3.4462956504009994,30643.0
58321.0,8.0,1000.0,100.0,0.998,,2.564864976800446,26192.0
58321.0,64.0,1000.0,100.0,0.999,,1.0958142266006288,22886.0
58321.0,256.0,1000.0,100.0,0.999,,0.55056085544715,22585.0
58321.0,512.0,1000.0,100.0,0.999,,0.8841551409635631,21890.0
58321.0,1024.0,1000.0,100.0,0.999,,0.8893165537007,21564.0
58321.0,2048.0,1000.0,100.0,0.999,,1.4434086719459642,21974.0
58321.0,4096.0,1000.0,100.0,0.998,,0.8699500641318914,23672.0
60066.0,1.0,1000.0,100.0,0.985,,26.293208687678224,42887.0
60066.0,4.0,1000.0,100.0,0.996,,4.209755757081082,28162.0
60066.0,8.0,1000.0,100.0,0.998,,2.5612316375964994,25648.0
60066.0,64.0,1000.0,100.0,0.999,,1.242066498845149,23100.0
60066.0,256.0,1000.0,100.0,0.999,,0.6512296140509454,22166.0
60066.0,512.0,1000.0,100.0,1.0,,1.1466418706327557,21492.0
60066.0,1024.0,1000.0,100.0,0.999,,0.7640225729942007,21407.0
60066.0,2048.0,1000.0,100.0,0.999,,0.2934182589753908,21911.0
60066.0,4096.0,1000.0,100.0,0.999,,0.6092540426524584,20077.0
98728.0,1.0,1000.0,100.0,0.991,,27.490891908463315,43235.0
98728.0,4.0,1000.0,100.0,0.995,,4.106152540444563,30015.0
98728.0,8.0,1000.0,100.0,0.997,,2.686176376061078,26227.0
98728.0,64.0,1000.0,100.0,0.999,,1.0093275576670826,24783.0
98728.0,256.0,1000.0,100.0,0.998,,0.9111593792464614,25575.0
98728.0,512.0,1000.0,100.0,0.998,,0.885175509924643,24378.0
98728.0,1024.0,1000.0,100.0,0.998,,1.1337055505286004,24447.0
98728.0,2048.0,1000.0,100.0,0.998,,0.8223196569428264,24054.0
98728.0,4096.0,1000.0,100.0,0.998,,0.8156892727151202,25069.0
78336.0,1.0,1000.0,100.0,0.993,,30.95011924408729,45262.0
78336.0,4.0,1000.0,100.0,0.996,,4.319680567556663,28002.0
78336.0,8.0,1000.0,100.0,0.997,,2.873568160343709,27257.0
78336.0,64.0,1000.0,100.0,0.998,,0.7598419730318202,24478.0
78336.0,256.0,1000.0,100.0,0.999,,0.9976659013491592,23302.0
78336.0,512.0,1000.0,100.0,0.997,,0.907029388093715,25529.0
78336.0,1024.0,1000.0,100.0,0.999,,0.5571070151452315,24928.0
78336.0,2048.0,1000.0,100.0,1.0,,0.5570954867965562,24505.0
78336.0,4096.0,1000.0,100.0,0.998,,0.6223271936068248,23644.0
6516.0,1.0,1000.0,100.0,0.989,,30.11034637109784,43509.0
6516.0,4.0,1000.0,100.0,0.997,,2.903578588652024,27980.0
6516.0,8.0,1000.0,100.0,0.999,,2.685551840065483,27371.0
6516.0,64.0,1000.0,100.0,0.999,,1.6278010630608042,24222.0
6516.0,256.0,1000.0,100.0,0.999,,1.1998711965641462,24725.0
6516.0,512.0,1000.0,100.0,0.999,,1.249999150467127,23179.0
6516.0,1024.0,1000.0,100.0,0.999,,1.5422699388776553,25117.0
6516.0,2048.0,1000.0,100.0,0.997,,0.8313001976658008,23833.0
6516.0,4096.0,1000.0,100.0,0.999,,1.0331047760389096,23677.0
25077.0,1.0,1000.0,100.0,0.995,,26.416181340980536,45452.0
25077.0,4.0,1000.0,100.0,0.997,,4.072473620222956,29007.0
25077.0,8.0,1000.0,100.0,0.997,,2.7920292279664,23647.0
25077.0,64.0,1000.0,100.0,0.999,,0.9354018361221896,24218.0
25077.0,256.0,1000.0,100.0,0.998,,0.918037130470208,23282.0
25077.0,512.0,1000.0,100.0,0.998,,0.9405069013016584,22533.0
25077.0,1024.0,1000.0,100.0,0.999,,0.8956663360367991,21474.0
25077.0,2048.0,1000.0,100.0,0.999,,1.1444557285887242,23183.0
25077.0,4096.0,1000.0,100.0,1.0,,1.344105300969049,22369.0
5200.0,1.0,1000.0,100.0,0.982,,26.642499112739262,44824.0
5200.0,4.0,1000.0,100.0,0.994,,3.826995177905825,31521.0
5200.0,8.0,1000.0,100.0,0.997,,2.248595894918912,26221.0
5200.0,64.0,1000.0,100.0,0.999,,0.6191915048002601,24847.0
5200.0,256.0,1000.0,100.0,0.992,,0.9412070890472446,25473.0
5200.0,512.0,1000.0,100.0,0.998,,0.562259245317793,25468.0
5200.0,1024.0,1000.0,100.0,0.999,,0.6115239589717356,25062.0
5200.0,2048.0,1000.0,100.0,0.998,,0.9883038915361476,24278.0
5200.0,4096.0,1000.0,100.0,1.0,,0.621940054650199,26121.0
57665.0,1.0,1000.0,100.0,0.994,,26.593407952473,46033.0
57665.0,4.0,1000.0,100.0,0.996,,5.287183476987337,30759.0
57665.0,8.0,1000.0,100.0,0.998,,3.172440887535477,28144.0
57665.0,64.0,1000.0,100.0,0.999,,1.056922990905183,25259.0
57665.0,256.0,1000.0,100.0,0.999,,0.8418990467146685,25994.0
57665.0,512.0,1000.0,100.0,0.999,,0.8847584402294695,26230.0
57665.0,1024.0,1000.0,100.0,0.999,,0.6963002261817448,25136.0
57665.0,2048.0,1000.0,100.0,0.999,,0.9931531584415272,25219.0
57665.0,4096.0,1000.0,100.0,0.999,,0.8978503690838728,23343.0
60244.0,1.0,1000.0,100.0,0.995,,24.32458162144109,42584.0
60244.0,4.0,1000.0,100.0,0.999,,4.30395370126953,31341.0
60244.0,8.0,1000.0,100.0,0.999,,3.2502064588426944,28206.0
60244.0,64.0,1000.0,100.0,0.999,,0.5040699582064156,25249.0
60244.0,256.0,1000.0,100.0,0.999,,0.9975909244096992,27111.0
60244.0,512.0,1000.0,100.0,0.999,,1.3253258460801276,24631.0
60244.0,1024.0,1000.0,100.0,1.0,,1.2265744555627018,23549.0
60244.0,2048.0,1000.0,100.0,0.998,,0.7621387237697074,24500.0
60244.0,4096.0,1000.0,100.0,0.999,,0.5680528044527882,24635.0
95820.0,1.0,1000.0,100.0,0.992,,26.99353665741308,43926.0
95820.0,4.0,1000.0,100.0,0.998,,3.5390134057068963,28970.0
95820.0,8.0,1000.0,100.0,0.998,,2.446547366337695,28173.0
95820.0,64.0,1000.0,100.0,0.999,,0.9611738386087044,24456.0
95820.0,256.0,1000.0,100.0,0.998,,0.4372095577188941,23802.0
95820.0,512.0,1000.0,100.0,0.998,,0.5772742602645902,25157.0
95820.0,1024.0,1000.0,100.0,0.997,,0.4670483139294992,23586.0
95820.0,2048.0,1000.0,100.0,0.998,,0.7735077325290293,23365.0
95820.0,4096.0,1000.0,100.0,0.998,,0.9895742014244504,23542.0
85261.0,1.0,1000.0,100.0,0.993,,25.317830531560016,43067.0
85261.0,4.0,1000.0,100.0,0.997,,3.2811534100299875,29551.0
85261.0,8.0,1000.0,100.0,0.998,,2.345314299357354,25742.0
85261.0,64.0,1000.0,100.0,0.999,,1.1632323140336254,21961.0
85261.0,256.0,1000.0,100.0,0.999,,0.8796649023794141,23337.0
85261.0,512.0,1000.0,100.0,0.998,,0.8489962150391154,22485.0
85261.0,1024.0,1000.0,100.0,0.995,,1.2071640983649676,24012.0
85261.0,2048.0,1000.0,100.0,1.0,,0.7232248388295693,23254.0
85261.0,4096.0,1000.0,100.0,0.996,,1.200974753262563,22403.0
87654.0,1.0,1000.0,100.0,0.988,,30.330897785449324,42572.0
87654.0,4.0,1000.0,100.0,0.998,,3.5100575840705743,31857.0
87654.0,8.0,1000.0,100.0,0.999,,2.833850014170662,27238.0
87654.0,64.0,1000.0,100.0,0.999,,1.709639091024993,25032.0
87654.0,256.0,1000.0,100.0,0.999,,0.4462316394884609,25483.0
87654.0,512.0,1000.0,100.0,0.999,,0.9550041888413056,24694.0
87654.0,1024.0,1000.0,100.0,0.999,,0.8133925879184487,24475.0
87654.0,2048.0,1000.0,100.0,0.999,,1.2801952015375548,25099.0
87654.0,4096.0,1000.0,100.0,0.999,,0.9090086330252344,24956.0
53536.0,1.0,1000.0,100.0,0.993,,26.54077820026067,46459.0
53536.0,4.0,1000.0,100.0,0.997,,3.296433299970215,30327.0
53536.0,8.0,1000.0,100.0,0.997,,2.0634588124281223,25854.0
53536.0,64.0,1000.0,100.0,0.998,,1.1776019947462597,21876.0
53536.0,256.0,1000.0,100.0,0.998,,1.1046215939337356,23170.0
53536.0,512.0,1000.0,100.0,0.998,,0.5395785866051424,22844.0
53536.0,1024.0,1000.0,100.0,0.998,,1.3063476567127126,24137.0
53536.0,2048.0,1000.0,100.0,0.998,,0.5266198464654577,22934.0
53536.0,4096.0,1000.0,100.0,0.998,,0.7472152768230713,24034.0
47655.0,1.0,1000.0,100.0,0.993,,25.84483644427876,41646.0
47655.0,4.0,1000.0,100.0,0.995,,2.880448827186495,27996.0
47655.0,8.0,1000.0,100.0,0.996,,2.781687932086405,25032.0
47655.0,64.0,1000.0,100.0,1.0,,2.0842333433556792,20826.0
47655.0,256.0,1000.0,100.0,0.999,,1.068371475072769,22234.0
47655.0,512.0,1000.0,100.0,0.999,,0.9054792734301444,21753.0
47655.0,1024.0,1000.0,100.0,1.0,,1.2299262490332188,21916.0
47655.0,2048.0,1000.0,100.0,0.995,,0.914027505422652,21028.0
47655.0,4096.0,1000.0,100.0,0.999,,1.2794454557964163,22046.0
